held_out,candidate,legacy_train,corrected_train
BFA,MMR,True,True
BFA,KHM,True,True
BFA,CHN,True,True
BFA,GEO,True,True
BFA,IND,True,True
BFA,IDN,True,True
BFA,IRN,True,True
BFA,IRQ,True,True
BFA,ISR,True,True
BFA,JPN,True,True
BFA,JOR,True,True
BFA,KAZ,True,True
BFA,LAO,True,True
BFA,LBN,True,True
BFA,MYS,True,True
BFA,MNG,True,True
BFA,NPL,True,True
BFA,OMN,True,True
BFA,PAK,True,True
BFA,PHL,True,True
BFA,QAT,True,True
BFA,SAU,True,True
BFA,KOR,True,True
BFA,LKA,True,True
BFA,SYR,True,True
BFA,TWN,True,True
BFA,TJK,True,True
BFA,THA,True,True
BFA,TUR,True,True
BFA,TKM,True,True
BFA,ARE,True,True
BFA,UZB,True,True
BFA,VNM,True,True
BFA,YEM,True,True
BFA,ALB,True,True
BFA,AUT,True,True
BFA,BLR,True,True
BFA,BEL,True,True
BFA,BIH,True,True
BFA,BGR,True,True
BFA,HRV,True,True
BFA,CYP,True,True
BFA,CZE,True,True
BFA,DNK,True,True
BFA,EST,True,True
BFA,FIN,True,True
BFA,FRA,True,True
BFA,DEU,True,True
BFA,GRC,True,True
BFA,HUN,True,True
BFA,ISL,True,True
BFA,IRL,True,True
BFA,ITA,True,True
BFA,LVA,True,True
BFA,LTU,True,True
BFA,MKD,True,True
BFA,MDA,True,True
BFA,MNE,True,True
BFA,NLD,True,True
BFA,NOR,True,True
BFA,POL,True,True
BFA,PRT,True,True
BFA,ROU,True,True
BFA,RUS,True,True
BFA,SRB,True,True
BFA,SVK,True,True
BFA,SVN,True,True
BFA,ESP,True,True
BFA,SWE,True,True
BFA,CHE,True,True
BFA,UKR,True,True
BFA,GBR,True,True
BFA,BHS,True,True
BFA,CAN,True,True
BFA,CRI,True,True
BFA,CUB,True,True
BFA,DOM,True,True
BFA,SLV,True,True
BFA,GTM,True,True
BFA,HTI,True,True
BFA,HND,True,True
BFA,JAM,True,True
BFA,MEX,True,True
BFA,NIC,True,True
BFA,PAN,True,True
BFA,USA,True,True
BFA,AUS,True,True
BFA,NZL,True,True
BFA,PNG,True,True
BFA,ARG,True,True
BFA,BOL,True,True
BFA,BRA,True,True
BFA,CHL,True,True
BFA,COL,True,True
BFA,ECU,True,True
BFA,PRY,True,True
BFA,PER,True,True
BFA,SUR,True,True
BFA,URY,True,True
BFA,VEN,True,True
BDI,DZA,True,True
BDI,AGO,True,True
BDI,BEN,True,True
BDI,BWA,True,True
BDI,BFA,True,True
BDI,BDI,False,False
BDI,CMR,True,True
BDI,CAF,True,True
BDI,TCD,True,True
BDI,COG,True,True
BDI,COD,False,False
BDI,CIV,True,True
BDI,DJI,True,True
BDI,EGY,True,True
BDI,GNQ,True,True
BDI,ERI,True,True
BDI,ETH,True,True
BDI,GAB,True,True
BDI,GHA,True,True
BDI,GIN,True,True
BDI,GNB,True,True
BDI,KEN,True,False
BDI,LSO,True,True
BDI,LBR,True,True
BDI,LBY,True,True
BDI,MDG,True,True
BDI,MWI,True,True
BDI,MLI,True,True
BDI,MRT,True,True
BDI,MAR,True,True
BDI,MOZ,True,True
BDI,NAM,True,True
BDI,NER,True,True
BDI,NGA,True,True
BDI,RWA,False,False
BDI,SEN,True,True
BDI,SLE,True,True
BDI,SOM,True,True
BDI,ZAF,True,True
BDI,SDN,True,True
BDI,SWZ,True,True
BDI,TZA,False,False
BDI,TGO,True,True
BDI,TUN,True,True
BDI,UGA,False,False
BDI,ZMB,False,False
BDI,ZWE,True,True
BDI,AFG,True,True
BDI,ARM,True,True
BDI,AZE,True,True
BDI,BGD,True,True
BDI,MMR,True,True
BDI,KHM,True,True
BDI,CHN,True,True
BDI,GEO,True,True
BDI,IND,True,True
BDI,IDN,True,True
BDI,IRN,True,True
BDI,IRQ,True,True
BDI,ISR,True,True
BDI,JPN,True,True
BDI,JOR,True,True
BDI,KAZ,True,True
BDI,LAO,True,True
BDI,LBN,True,True
BDI,MYS,True,True
BDI,MNG,True,True
BDI,NPL,True,True
BDI,OMN,True,True
BDI,PAK,True,True
BDI,PHL,True,True
BDI,QAT,True,True
BDI,SAU,True,True
BDI,KOR,True,True
BDI,LKA,True,True
BDI,SYR,True,True
BDI,TWN,True,True
BDI,TJK,True,True
BDI,THA,True,True
BDI,TUR,True,True
BDI,TKM,True,True
BDI,ARE,True,True
BDI,UZB,True,True
BDI,VNM,True,True
BDI,YEM,True,True
BDI,ALB,True,True
BDI,AUT,True,True
BDI,BLR,True,True
BDI,BEL,True,True
BDI,BIH,True,True
BDI,BGR,True,True
BDI,HRV,True,True
BDI,CYP,True,True
BDI,CZE,True,True
BDI,DNK,True,True
BDI,EST,True,True
BDI,FIN,True,True
BDI,FRA,True,True
BDI,DEU,True,True
BDI,GRC,True,True
BDI,HUN,True,True
BDI,ISL,True,True
BDI,IRL,True,True
BDI,ITA,True,True
BDI,LVA,True,True
BDI,LTU,True,True
BDI,MKD,True,True
BDI,MDA,True,True
BDI,MNE,True,True
BDI,NLD,True,True
BDI,NOR,True,True
BDI,POL,True,True
BDI,PRT,True,True
BDI,ROU,True,True
BDI,RUS,True,True
BDI,SRB,True,True
BDI,SVK,True,True
BDI,SVN,True,True
BDI,ESP,True,True
BDI,SWE,True,True
BDI,CHE,True,True
BDI,UKR,True,True
BDI,GBR,True,True
BDI,BHS,True,True
BDI,CAN,True,True
BDI,CRI,True,True
BDI,CUB,True,True
BDI,DOM,True,True
BDI,SLV,True,True
BDI,GTM,True,True
BDI,HTI,True,True
BDI,HND,True,True
BDI,JAM,True,True
BDI,MEX,True,True
BDI,NIC,True,True
BDI,PAN,True,True
BDI,USA,True,True
BDI,AUS,True,True
BDI,NZL,True,True
BDI,PNG,True,True
BDI,ARG,True,True
BDI,BOL,True,True
BDI,BRA,True,True
BDI,CHL,True,True
BDI,COL,True,True
BDI,ECU,True,True
BDI,PRY,True,True
BDI,PER,True,True
BDI,SUR,True,True
BDI,URY,True,True
BDI,VEN,True,True
CMR,DZA,True,True
CMR,AGO,True,True
CMR,BEN,True,True
CMR,BWA,True,True
CMR,BFA,True,True
CMR,BDI,True,True
CMR,CMR,False,False
CMR,CAF,False,False
CMR,TCD,False,False
CMR,COG,False,False
CMR,COD,False,False
CMR,CIV,True,True
CMR,DJI,True,True
CMR,EGY,True,True
CMR,GNQ,False,False
CMR,ERI,True,True
CMR,ETH,True,True
CMR,GAB,False,False
CMR,GHA,True,True
CMR,GIN,True,True
CMR,GNB,True,True
CMR,KEN,True,True
CMR,LSO,True,True
CMR,LBR,True,True
CMR,LBY,True,True
CMR,MDG,True,True
CMR,MWI,True,True
CMR,MLI,True,True
CMR,MRT,True,True
CMR,MAR,True,True
CMR,MOZ,True,True
CMR,NAM,True,True
CMR,NER,False,False
CMR,NGA,False,False
CMR,RWA,True,True
CMR,SEN,True,True
CMR,SLE,True,True
CMR,SOM,True,True
CMR,ZAF,True,True
CMR,SDN,True,True
CMR,SWZ,True,True
CMR,TZA,True,True
CMR,TGO,True,True
CMR,TUN,True,True
CMR,UGA,True,True
CMR,ZMB,True,True
CMR,ZWE,True,True
CMR,AFG,True,True
CMR,ARM,True,True
CMR,AZE,True,True
CMR,BGD,True,True
CMR,MMR,True,True
CMR,KHM,True,True
CMR,CHN,True,True
CMR,GEO,True,True
CMR,IND,True,True
CMR,IDN,True,True
CMR,IRN,True,True
CMR,IRQ,True,True
CMR,ISR,True,True
CMR,JPN,True,True
CMR,JOR,True,True
CMR,KAZ,True,True
CMR,LAO,True,True
CMR,LBN,True,True
CMR,MYS,True,True
CMR,MNG,True,True
CMR,NPL,True,True
CMR,OMN,True,True
CMR,PAK,True,True
CMR,PHL,True,True
CMR,QAT,True,True
CMR,SAU,True,True
CMR,KOR,True,True
CMR,LKA,True,True
CMR,SYR,True,True
CMR,TWN,True,True
CMR,TJK,True,True
CMR,THA,True,True
CMR,TUR,True,True
CMR,TKM,True,True
CMR,ARE,True,True
CMR,UZB,True,True
CMR,VNM,True,True
CMR,YEM,True,True
CMR,ALB,True,True
CMR,AUT,True,True
CMR,BLR,True,True
CMR,BEL,True,True
CMR,BIH,True,True
CMR,BGR,True,True
CMR,HRV,True,True
CMR,CYP,True,True
CMR,CZE,True,True
CMR,DNK,True,True
CMR,EST,True,True
CMR,FIN,True,True
CMR,FRA,True,True
CMR,DEU,True,True
CMR,GRC,True,True
CMR,HUN,True,True
CMR,ISL,True,True
CMR,IRL,True,True
CMR,ITA,True,True
CMR,LVA,True,True
CMR,LTU,True,True
CMR,MKD,True,True
CMR,MDA,True,True
CMR,MNE,True,True
CMR,NLD,True,True
CMR,NOR,True,True
CMR,POL,True,True
CMR,PRT,True,True
CMR,ROU,True,True
CMR,RUS,True,True
CMR,SRB,True,True
CMR,SVK,True,True
CMR,SVN,True,True
CMR,ESP,True,True
CMR,SWE,True,True
CMR,CHE,True,True
CMR,UKR,True,True
CMR,GBR,True,True
CMR,BHS,True,True
CMR,CAN,True,True
CMR,CRI,True,True
CMR,CUB,True,True
CMR,DOM,True,True
CMR,SLV,True,True
CMR,GTM,True,True
CMR,HTI,True,True
CMR,HND,True,True
CMR,JAM,True,True
CMR,MEX,True,True
CMR,NIC,True,True
CMR,PAN,True,True
CMR,USA,True,True
CMR,AUS,True,True
CMR,NZL,True,True
CMR,PNG,True,True
CMR,ARG,True,True
CMR,BOL,True,True
CMR,BRA,True,True
CMR,CHL,True,True
CMR,COL,True,True
CMR,ECU,True,True
CMR,PRY,True,True
CMR,PER,True,True
CMR,SUR,True,True
CMR,URY,True,True
CMR,VEN,True,True
CAF,DZA,True,True
CAF,AGO,True,True
CAF,BEN,True,True
CAF,BWA,True,True
CAF,BFA,True,True
CAF,BDI,True,True
CAF,CMR,False,False
CAF,CAF,False,False
CAF,TCD,False,False
CAF,COG,False,False
CAF,COD,False,False
CAF,CIV,True,True
CAF,DJI,True,True
CAF,EGY,True,True
CAF,GNQ,True,False
CAF,ERI,True,True
CAF,ETH,True,True
CAF,GAB,False,False
CAF,GHA,True,True
CAF,GIN,True,True
CAF,GNB,True,True
CAF,KEN,True,True
CAF,LSO,True,True
CAF,LBR,True,True
CAF,LBY,True,True
CAF,MDG,True,True
CAF,MWI,True,True
CAF,MLI,True,True
CAF,MRT,True,True
CAF,MAR,True,True
CAF,MOZ,True,True
CAF,NAM,True,True
CAF,NER,True,True
CAF,NGA,False,False
CAF,RWA,True,True
CAF,SEN,True,True
CAF,SLE,True,True
CAF,SOM,True,True
CAF,ZAF,True,True
CAF,SDN,False,False
CAF,SWZ,True,True
CAF,TZA,True,True
CAF,TGO,True,True
CAF,TUN,True,True
CAF,UGA,True,False
CAF,ZMB,True,True
CAF,ZWE,True,True
CAF,AFG,True,True
CAF,ARM,True,True
CAF,AZE,True,True
CAF,BGD,True,True
CAF,MMR,True,True
CAF,KHM,True,True
CAF,CHN,True,True
CAF,GEO,True,True
CAF,IND,True,True
CAF,IDN,True,True
CAF,IRN,True,True
CAF,IRQ,True,True
CAF,ISR,True,True
CAF,JPN,True,True
CAF,JOR,True,True
CAF,KAZ,True,True
CAF,LAO,True,True
CAF,LBN,True,True
CAF,MYS,True,True
CAF,MNG,True,True
CAF,NPL,True,True
CAF,OMN,True,True
CAF,PAK,True,True
CAF,PHL,True,True
CAF,QAT,True,True
CAF,SAU,True,True
CAF,KOR,True,True
CAF,LKA,True,True
CAF,SYR,True,True
CAF,TWN,True,True
CAF,TJK,True,True
CAF,THA,True,True
CAF,TUR,True,True
CAF,TKM,True,True
CAF,ARE,True,True
CAF,UZB,True,True
CAF,VNM,True,True
CAF,YEM,True,True
CAF,ALB,True,True
CAF,AUT,True,True
CAF,BLR,True,True
CAF,BEL,True,True
CAF,BIH,True,True
CAF,BGR,True,True
CAF,HRV,True,True
CAF,CYP,True,True
CAF,CZE,True,True
CAF,DNK,True,True
CAF,EST,True,True
CAF,FIN,True,True
CAF,FRA,True,True
CAF,DEU,True,True
CAF,GRC,True,True
CAF,HUN,True,True
CAF,ISL,True,True
CAF,IRL,True,True
CAF,ITA,True,True
CAF,LVA,True,True
CAF,LTU,True,True
CAF,MKD,True,True
CAF,MDA,True,True
